#K-Path          Energy     s      p      d    tot
# NKPTS & NBANDS: 200  40
# Band-Index    1
   2.48052     20.962303  0.000  0.056  0.000  0.056
   2.46338     21.111213  0.054  0.116  0.000  0.170
   2.44624     21.248459  0.054  0.096  0.000  0.150
   2.42911     21.397814  0.054  0.078  0.000  0.132
   2.41197     21.557372  0.054  0.064  0.000  0.118
   2.39483     21.725545  0.052  0.052  0.000  0.106
   2.37769     21.901046  0.052  0.044  0.000  0.096
   2.36055     22.082871  0.050  0.036  0.000  0.086
   2.34341     22.270290  0.050  0.030  0.000  0.080
   2.32628     22.462695  0.048  0.026  0.000  0.074
   2.30914     22.659559  0.046  0.022  0.000  0.070
   2.29200     22.860531  0.046  0.020  0.000  0.066
   2.27486     23.065307  0.044  0.016  0.000  0.062
   2.25772     23.273632  0.044  0.014  0.000  0.058
   2.24059     23.485298  0.042  0.012  0.000  0.056
   2.22345     23.685174  0.000  0.084  0.000  0.084
   2.20631     23.856143  0.000  0.086  0.000  0.086
   2.18917     24.023644  0.000  0.088  0.000  0.088
   2.17203     24.187484  0.000  0.090  0.000  0.090
   2.15489     24.347188  0.000  0.092  0.000  0.092
   2.13776     24.502409  0.000  0.094  0.000  0.094
   2.12062     24.652848  0.000  0.094  0.000  0.094
   2.10348     24.689660  0.000  0.074  0.000  0.074
   2.08634     24.653938  0.000  0.072  0.000  0.072
   2.06920     24.620323  0.000  0.070  0.000  0.070
   2.05207     24.589936  0.000  0.068  0.000  0.068
   2.03493     24.564237  0.000  0.064  0.000  0.064
   2.01779     24.544323  0.000  0.062  0.000  0.062
   2.00065     24.531441  0.000  0.058  0.000  0.058
   1.98351     24.527143  0.000  0.054  0.000  0.054
   1.96637     24.533049  0.000  0.050  0.000  0.050
   1.94924     24.551026  0.000  0.044  0.000  0.044
   1.93210     24.582962  0.000  0.040  0.000  0.040
   1.91496     24.630727  0.000  0.034  0.000  0.034
   1.89782     24.695899  0.000  0.028  0.000  0.028
   1.88068     24.779586  0.000  0.022  0.000  0.022
   1.86355     24.882133  0.000  0.016  0.000  0.016
   1.84641     25.003059  0.000  0.012  0.000  0.012
   1.82927     25.141103  0.000  0.008  0.000  0.008
   1.81213     25.294423  0.000  0.006  0.000  0.006
   1.79499     25.460838  0.000  0.004  0.000  0.004
   1.77785     25.638039  0.000  0.002  0.000  0.002
   1.76072     25.801485  0.016  0.000  0.000  0.016
   1.74358     25.766650  0.016  0.000  0.000  0.016
   1.72644     25.734045  0.016  0.000  0.000  0.016
   1.70930     25.703651  0.016  0.000  0.000  0.016
   1.69216     25.675444  0.016  0.000  0.000  0.018
   1.67503     25.649406  0.018  0.000  0.000  0.018
   1.65789     25.625514  0.018  0.000  0.000  0.018
   1.64075     25.603752  0.018  0.000  0.000  0.018
   1.62361     25.584107  0.018  0.000  0.000  0.018
   1.60647     25.566563  0.018  0.000  0.000  0.018
   1.58933     25.551108  0.018  0.000  0.000  0.018
   1.57220     25.537733  0.018  0.000  0.000  0.018
   1.55506     25.526429  0.018  0.000  0.000  0.020
   1.53792     25.517189  0.020  0.000  0.000  0.020
   1.52078     25.510009  0.020  0.000  0.000  0.020
   1.50364     25.504883  0.020  0.000  0.000  0.020
   1.48651     25.501809  0.020  0.000  0.000  0.020
   1.46937     25.500784  0.020  0.000  0.000  0.020
   1.46937     25.500784  0.020  0.000  0.000  0.020
   1.45453     25.501553  0.020  0.000  0.000  0.020
   1.43968     25.503858  0.020  0.000  0.000  0.020
   1.42484     25.507702  0.020  0.000  0.000  0.020
   1.41000     25.513085  0.020  0.000  0.000  0.020
   1.39516     25.520012  0.020  0.000  0.000  0.020
   1.38031     25.528483  0.018  0.000  0.000  0.020
   1.36547     25.538504  0.018  0.000  0.000  0.018
   1.35063     25.550078  0.018  0.000  0.000  0.018
   1.33579     25.563212  0.018  0.000  0.000  0.018
   1.32095     25.577911  0.018  0.000  0.000  0.018
   1.30610     25.594183  0.018  0.000  0.000  0.018
   1.29126     25.612037  0.018  0.000  0.000  0.018
   1.27642     25.631482  0.018  0.000  0.000  0.018
   1.26158     25.652528  0.018  0.000  0.000  0.018
   1.24674     25.675187  0.016  0.000  0.000  0.018
   1.23189     25.699471  0.016  0.000  0.000  0.016
   1.21705     25.725394  0.016  0.000  0.000  0.016
   1.20221     25.752970  0.016  0.000  0.000  0.016
   1.18737     25.782216  0.016  0.000  0.000  0.016
   1.17253     25.813142  0.016  0.000  0.000  0.016
   1.15768     25.845765  0.014  0.000  0.000  0.016
   1.14284     25.756788  0.000  0.032  0.000  0.032
   1.12800     25.620438  0.000  0.034  0.000  0.034
   1.11316     25.490670  0.000  0.036  0.000  0.036
   1.09832     25.368347  0.000  0.040  0.000  0.040
   1.08347     25.254216  0.000  0.042  0.000  0.042
   1.06863     25.148935  0.000  0.044  0.000  0.044
   1.05379     25.052971  0.000  0.048  0.000  0.048
   1.03895     24.966458  0.000  0.052  0.000  0.052
   1.02410     24.889614  0.000  0.054  0.000  0.054
   1.00926     24.822005  0.000  0.058  0.000  0.058
   0.99442     24.763043  0.000  0.062  0.000  0.062
   0.97958     24.711837  0.000  0.064  0.000  0.064
   0.96474     24.667480  0.000  0.068  0.000  0.068
   0.94989     24.628210  0.000  0.070  0.000  0.070
   0.93505     24.592504  0.000  0.072  0.000  0.072
   0.92021     24.558814  0.000  0.074  0.000  0.074
   0.90537     24.524971  0.000  0.074  0.000  0.074
   0.89053     24.468011  0.000  0.000  0.000  0.000
   0.87568     24.373968  0.000  0.000  0.000  0.000
   0.86084     24.281325  0.000  0.000  0.000  0.000
   0.84600     24.190096  0.000  0.000  0.000  0.000
   0.83116     24.100304  0.000  0.000  0.000  0.000
   0.81632     24.011960  0.000  0.000  0.000  0.000
   0.80147     23.925078  0.000  0.000  0.000  0.000
   0.78663     23.839671  0.000  0.000  0.000  0.000
   0.77179     23.755748  0.000  0.000  0.000  0.000
   0.75695     23.642718  0.000  0.036  0.000  0.036
   0.74210     23.480359  0.000  0.030  0.000  0.030
   0.72726     23.311028  0.000  0.026  0.000  0.026
   0.71242     23.137014  0.000  0.024  0.000  0.024
   0.69758     22.960176  0.000  0.022  0.000  0.022
   0.68274     22.782095  0.000  0.020  0.000  0.020
   0.66789     22.604027  0.000  0.018  0.000  0.018
   0.65305     22.427009  0.000  0.018  0.000  0.018
   0.63821     22.239599  0.028  0.040  0.000  0.068
   0.62337     22.031905  0.032  0.040  0.000  0.072
   0.60853     21.827535  0.034  0.042  0.000  0.076
   0.59368     21.627064  0.038  0.044  0.000  0.082
   0.57884     21.431171  0.042  0.048  0.000  0.090
   0.56400     21.240582  0.046  0.052  0.000  0.098
   0.54916     21.056208  0.052  0.056  0.000  0.108
   0.53432     20.879218  0.056  0.062  0.000  0.118
   0.51947     20.710896  0.062  0.070  0.000  0.132
   0.50463     20.553329  0.068  0.076  0.000  0.146
   0.48979     20.409691  0.074  0.084  0.000  0.158
   0.47495     20.286630  0.078  0.086  0.000  0.166
   0.46010     20.200360  0.076  0.076  0.000  0.152
   0.44526     20.179062  0.056  0.052  0.000  0.106
   0.43042     20.220950  0.036  0.038  0.000  0.074
   0.41558     20.217655  0.000  0.042  0.000  0.042
   0.40074     20.136986  0.000  0.044  0.000  0.044
   0.38589     20.063789  0.000  0.048  0.000  0.048
   0.37105     19.997712  0.000  0.050  0.000  0.050
   0.35621     19.938276  0.000  0.052  0.000  0.052
   0.34137     19.884844  0.000  0.052  0.000  0.052
   0.32653     19.836624  0.000  0.054  0.000  0.054
   0.31168     19.792812  0.000  0.056  0.000  0.056
   0.29684     19.752518  0.000  0.056  0.000  0.056
   0.28200     19.714898  0.000  0.056  0.000  0.056
   0.26716     19.679194  0.000  0.056  0.000  0.056
   0.25232     19.644786  0.000  0.056  0.000  0.056
   0.23747     19.611224  0.000  0.054  0.000  0.054
   0.22263     19.578229  0.000  0.054  0.000  0.054
   0.20779     19.545705  0.000  0.054  0.000  0.054
   0.19295     19.513711  0.000  0.052  0.000  0.052
   0.17811     19.482414  0.000  0.052  0.000  0.052
   0.16326     19.452082  0.000  0.050  0.000  0.050
   0.14842     19.423017  0.000  0.050  0.000  0.050
   0.13358     19.481507  0.000  0.766  0.000  0.766
   0.11874     19.555112  0.000  0.770  0.000  0.770
   0.10389     19.620806  0.000  0.774  0.000  0.774
   0.08905     19.678940  0.000  0.776  0.000  0.776
   0.07421     19.728487  0.000  0.780  0.000  0.780
   0.05937     19.769071  0.000  0.782  0.000  0.782
   0.04453     19.800844  0.000  0.784  0.000  0.784
   0.02968     19.823987  0.000  0.784  0.000  0.784
   0.01484     19.837878  0.000  0.786  0.000  0.786
   0.00000     19.842460  0.000  0.786  0.000  0.786
 
# Band-Index   19
   0.00000     21.530596  0.074  0.472  0.000  0.546
   0.01484     21.529735  0.074  0.470  0.000  0.544
   0.02968     21.527059  0.074  0.466  0.000  0.540
   0.04453     21.523311  0.074  0.462  0.000  0.536
   0.05937     21.517526  0.072  0.454  0.000  0.526
   0.07421     21.510312  0.072  0.444  0.000  0.516
   0.08905     21.501526  0.070  0.432  0.000  0.502
   0.10389     21.491522  0.068  0.416  0.000  0.484
   0.11874     21.480512  0.064  0.398  0.000  0.462
   0.13358     21.468046  0.060  0.376  0.000  0.438
   0.14842     21.453614  0.056  0.352  0.000  0.408
   0.16326     21.436903  0.050  0.324  0.000  0.374
   0.17811     21.416583  0.042  0.294  0.000  0.336
   0.19295     21.391367  0.034  0.262  0.000  0.296
   0.20779     21.359623  0.026  0.228  0.000  0.254
   0.22263     21.320039  0.018  0.194  0.000  0.212
   0.23747     21.271687  0.012  0.164  0.000  0.176
   0.25232     21.214215  0.006  0.138  0.000  0.144
   0.26716     21.148628  0.004  0.116  0.000  0.120
   0.28200     21.075809  0.002  0.098  0.000  0.102
   0.29684     20.997082  0.002  0.084  0.000  0.086
   0.31168     20.913781  0.004  0.072  0.000  0.076
   0.32653     20.827038  0.004  0.064  0.000  0.068
   0.34137     20.737959  0.006  0.056  0.000  0.064
   0.35621     20.647344  0.008  0.050  0.000  0.060
   0.37105     20.556130  0.012  0.046  0.000  0.056
   0.38589     20.465471  0.014  0.040  0.000  0.056
   0.40074     20.376839  0.018  0.038  0.000  0.056
   0.41558     20.293051  0.026  0.036  0.000  0.060
   0.43042     20.306002  0.000  0.040  0.000  0.040
   0.44526     20.402035  0.000  0.038  0.000  0.038
   0.46010     20.505734  0.000  0.034  0.000  0.034
   0.47495     20.616967  0.000  0.032  0.000  0.032
   0.48979     20.735532  0.000  0.030  0.000  0.030
   0.50463     20.861177  0.000  0.028  0.000  0.028
   0.51947     20.993607  0.000  0.026  0.000  0.026
   0.53432     21.132495  0.000  0.024  0.000  0.024
   0.54916     21.277481  0.000  0.022  0.000  0.022
   0.56400     21.428187  0.000  0.020  0.000  0.020
   0.57884     21.584199  0.000  0.020  0.000  0.020
   0.59368     21.745076  0.000  0.018  0.000  0.018
   0.60853     21.910346  0.000  0.018  0.000  0.018
   0.62337     22.079486  0.000  0.018  0.000  0.018
   0.63821     22.251930  0.000  0.018  0.000  0.018
   0.65305     22.450092  0.026  0.038  0.000  0.064
   0.66789     22.662837  0.024  0.038  0.000  0.062
   0.68274     22.877294  0.022  0.040  0.000  0.060
   0.69758     23.092829  0.018  0.042  0.000  0.060
   0.71242     23.308678  0.016  0.044  0.000  0.060
   0.72726     23.512989  0.000  0.000  0.000  0.000
   0.74210     23.592396  0.000  0.000  0.000  0.000
   0.75695     23.673318  0.000  0.000  0.000  0.000
   0.77179     23.795507  0.000  0.040  0.000  0.040
   0.78663     23.935864  0.000  0.046  0.000  0.046
   0.80147     24.061152  0.000  0.052  0.000  0.052
   0.81632     24.169791  0.000  0.058  0.000  0.058
   0.83116     24.261173  0.000  0.064  0.000  0.064
   0.84600     24.336207  0.000  0.068  0.000  0.068
   0.86084     24.397179  0.000  0.072  0.000  0.072
   0.87568     24.447022  0.000  0.074  0.000  0.074
   0.89053     24.488596  0.000  0.074  0.000  0.074
   0.90537     24.563435  0.000  0.000  0.000  0.000
   0.92021     24.660217  0.000  0.000  0.000  0.000
   0.93505     24.758337  0.000  0.000  0.000  0.000
   0.94989     24.857769  0.000  0.000  0.000  0.000
   0.96474     24.958483  0.000  0.000  0.000  0.000
   0.97958     25.060448  0.000  0.000  0.000  0.000
   0.99442     25.163630  0.000  0.000  0.000  0.000
   1.00926     25.267991  0.000  0.000  0.000  0.000
   1.02410     25.373487  0.000  0.000  0.000  0.000
   1.03895     25.480070  0.000  0.000  0.000  0.000
   1.05379     25.587691  0.000  0.000  0.000  0.000
   1.06863     25.696281  0.000  0.000  0.000  0.000
   1.08347     25.805775  0.000  0.000  0.000  0.000
   1.09832     25.916097  0.000  0.000  0.000  0.000
   1.11316     25.953894  0.014  0.000  0.000  0.014
   1.12800     25.916137  0.014  0.000  0.000  0.014
   1.14284     25.880092  0.014  0.000  0.000  0.014
   1.15768     25.898818  0.000  0.030  0.000  0.030
   1.17253     26.045582  0.000  0.028  0.000  0.028
   1.18737     26.196110  0.000  0.026  0.000  0.026
   1.20221     26.349369  0.000  0.024  0.000  0.024
   1.21705     26.504339  0.000  0.022  0.000  0.022
   1.23189     26.659879  0.000  0.022  0.000  0.022
   1.24674     26.814747  0.000  0.020  0.000  0.020
   1.26158     26.967632  0.000  0.018  0.000  0.018
   1.27642     27.117059  0.000  0.016  0.000  0.016
   1.29126     27.261352  0.000  0.016  0.000  0.016
   1.30610     27.398929  0.000  0.014  0.000  0.014
   1.32095     27.527972  0.000  0.012  0.000  0.012
   1.33579     27.646778  0.000  0.010  0.000  0.010
   1.35063     27.747093  0.000  0.000  0.000  0.000
   1.36547     27.830540  0.000  0.000  0.000  0.000
   1.38031     27.906594  0.000  0.000  0.000  0.000
   1.39516     27.974024  0.000  0.000  0.000  0.000
   1.41000     28.031551  0.000  0.000  0.000  0.000
   1.42484     28.077910  0.000  0.000  0.000  0.000
   1.43968     28.111980  0.000  0.000  0.000  0.000
   1.45453     28.132837  0.000  0.000  0.000  0.000
   1.46937     28.139843  0.000  0.000  0.000  0.000
   1.46937     28.139843  0.000  0.000  0.000  0.000
   1.48651     28.130446  0.000  0.000  0.000  0.000
   1.50364     28.102056  0.000  0.000  0.000  0.000
   1.52078     28.054169  0.000  0.000  0.000  0.000
   1.53792     27.986175  0.000  0.000  0.000  0.000
   1.55506     27.897686  0.000  0.000  0.000  0.000
   1.57220     27.788852  0.000  0.000  0.000  0.000
   1.58933     27.660596  0.000  0.000  0.000  0.000
   1.60647     27.514602  0.000  0.000  0.000  0.000
   1.62361     27.353215  0.000  0.000  0.000  0.000
   1.64075     27.179130  0.000  0.000  0.000  0.000
   1.65789     26.995143  0.000  0.000  0.000  0.000
   1.67503     26.803969  0.000  0.000  0.000  0.000
   1.69216     26.608145  0.000  0.000  0.000  0.000
   1.70930     26.410040  0.000  0.000  0.000  0.000
   1.72644     26.211863  0.000  0.000  0.000  0.000
   1.74358     26.015734  0.000  0.000  0.000  0.000
   1.76072     25.823743  0.000  0.002  0.000  0.002
   1.77785     25.838580  0.014  0.000  0.000  0.016
   1.79499     25.877955  0.014  0.000  0.000  0.014
   1.81213     25.919625  0.014  0.000  0.000  0.014
   1.82927     25.963605  0.014  0.000  0.000  0.014
   1.84641     26.009895  0.014  0.000  0.000  0.014
   1.86355     26.058477  0.012  0.000  0.000  0.012
   1.88068     26.109302  0.012  0.000  0.000  0.012
   1.89782     26.162276  0.012  0.000  0.000  0.012
   1.91496     26.087096  0.000  0.078  0.000  0.078
   1.93210     25.988151  0.000  0.082  0.000  0.082
   1.94924     25.886790  0.000  0.084  0.000  0.084
   1.96637     25.782566  0.000  0.088  0.000  0.088
   1.98351     25.675024  0.000  0.090  0.000  0.090
   2.00065     25.563725  0.000  0.092  0.000  0.092
   2.01779     25.448263  0.000  0.094  0.000  0.094
   2.03493     25.328275  0.000  0.096  0.000  0.096
   2.05207     25.203461  0.000  0.096  0.000  0.096
   2.06920     25.073591  0.000  0.096  0.000  0.096
   2.08634     24.938542  0.000  0.096  0.000  0.096
   2.10348     24.798275  0.000  0.096  0.000  0.096
   2.12062     24.726029  0.000  0.076  0.000  0.076
   2.13776     24.761248  0.000  0.076  0.000  0.076
   2.15489     24.589065  0.038  0.008  0.000  0.046
   2.17203     24.362618  0.038  0.008  0.000  0.046
   2.18917     24.138931  0.040  0.010  0.000  0.048
   2.20631     23.918078  0.040  0.010  0.000  0.050
   2.22345     23.700169  0.042  0.012  0.000  0.052
   2.24059     23.511338  0.000  0.082  0.000  0.082
   2.25772     23.334968  0.000  0.080  0.000  0.080
   2.27486     23.156478  0.000  0.076  0.000  0.076
   2.29200     22.976250  0.000  0.074  0.000  0.074
   2.30914     22.794711  0.000  0.072  0.000  0.072
   2.32628     22.612040  0.000  0.070  0.000  0.070
   2.34341     22.428608  0.000  0.068  0.000  0.068
   2.36055     22.244708  0.000  0.066  0.000  0.066
   2.37769     22.060588  0.000  0.066  0.000  0.066
   2.39483     21.876403  0.000  0.064  0.000  0.064
   2.41197     21.692489  0.000  0.062  0.000  0.062
   2.42911     21.508968  0.000  0.060  0.000  0.060
   2.44624     21.326006  0.000  0.060  0.000  0.060
   2.46338     21.143755  0.000  0.058  0.000  0.058
   2.48052     20.988097  0.052  0.144  0.000  0.196
   2.49766     20.881315  0.050  0.174  0.000  0.222
   2.51480     20.792084  0.044  0.204  0.000  0.248
   2.53193     20.719295  0.036  0.232  0.000  0.270
   2.54907     20.659479  0.028  0.250  0.000  0.278
   2.56621     20.606420  0.018  0.254  0.000  0.272
   2.58335     20.558609  0.006  0.064  0.000  0.070
   2.60049     20.625717  0.002  0.080  0.000  0.082
   2.61763     20.646493  0.000  0.090  0.000  0.090
   2.63476     20.585000  0.002  0.080  0.000  0.082
   2.65190     20.463085  0.006  0.066  0.000  0.072
   2.66904     20.318123  0.008  0.058  0.000  0.066
   2.68618     20.165757  0.010  0.052  0.000  0.062
   2.70332     20.011450  0.012  0.050  0.000  0.060
   2.72045     19.857192  0.012  0.046  0.000  0.060
   2.73759     19.704160  0.014  0.046  0.000  0.060
   2.75473     19.552913  0.016  0.044  0.000  0.060
   2.77187     19.403863  0.018  0.044  0.000  0.062
   2.78901     19.257370  0.020  0.044  0.000  0.062
   2.80615     19.113730  0.020  0.044  0.000  0.064
   2.82328     18.973265  0.022  0.044  0.000  0.066
   2.84042     18.836376  0.024  0.044  0.000  0.068
   2.85756     18.703549  0.028  0.044  0.000  0.070
   2.87470     18.575608  0.030  0.042  0.000  0.072
   2.89184     18.453512  0.032  0.042  0.000  0.074
   2.90897     18.338879  0.034  0.040  0.000  0.076
   2.92611     18.234144  0.038  0.038  0.000  0.074
   2.94325     18.143097  0.040  0.034  0.000  0.072
   2.96039     18.070994  0.040  0.028  0.000  0.068
   2.97753     18.023976  0.038  0.024  0.000  0.060
   2.99467     18.005664  0.032  0.022  0.000  0.054
   3.01180     18.013176  0.026  0.026  0.000  0.050
   3.02894     18.037520  0.018  0.034  0.000  0.052
   3.04608     18.084054  0.000  0.028  0.000  0.028
   3.06322     18.197292  0.000  0.034  0.000  0.034
   3.08036     18.320911  0.000  0.038  0.000  0.038
   3.09749     18.449952  0.000  0.042  0.000  0.042
   3.11463     18.580249  0.000  0.044  0.000  0.044
   3.13177     18.708012  0.000  0.048  0.000  0.048
   3.14891     18.829541  0.000  0.048  0.000  0.048
   3.16605     18.941008  0.000  0.050  0.000  0.050
 
# Band-Index   20
   3.16605     18.941129  0.000  0.050  0.000  0.050
   3.14891     19.047416  0.000  0.050  0.000  0.050
   3.13177     19.155844  0.000  0.050  0.000  0.050
   3.11463     19.266276  0.000  0.050  0.000  0.050
   3.09749     19.378705  0.000  0.050  0.000  0.050
   3.08036     19.493118  0.000  0.050  0.000  0.050
   3.06322     19.609503  0.000  0.052  0.000  0.052
   3.04608     19.727848  0.000  0.052  0.000  0.052
   3.02894     19.848138  0.000  0.052  0.000  0.052
   3.01180     19.970369  0.000  0.052  0.000  0.052
   2.99467     20.094502  0.000  0.052  0.000  0.052
   2.97753     20.220531  0.000  0.052  0.000  0.052
   2.96039     20.348467  0.000  0.052  0.000  0.052
   2.94325     20.478251  0.000  0.054  0.000  0.054
   2.92611     20.609788  0.000  0.054  0.000  0.054
   2.90897     20.743220  0.000  0.054  0.000  0.054
   2.89184     20.878411  0.000  0.054  0.000  0.054
   2.87470     21.015362  0.000  0.054  0.000  0.054
   2.85756     21.153981  0.000  0.056  0.000  0.056
   2.84042     21.271751  0.014  0.214  0.000  0.226
   2.82328     21.330905  0.010  0.206  0.000  0.214
   2.80615     21.283346  0.000  0.062  0.000  0.062
   2.78901     21.204097  0.000  0.060  0.000  0.060
   2.77187     21.122752  0.000  0.056  0.000  0.056
   2.75473     21.043042  0.000  0.052  0.000  0.052
   2.73759     20.969148  0.000  0.048  0.000  0.048
   2.72045     20.905926  0.000  0.042  0.000  0.042
   2.70332     20.859218  0.000  0.036  0.000  0.036
   2.68618     20.835574  0.000  0.028  0.000  0.028
   2.66904     20.840984  0.000  0.020  0.000  0.020
   2.65190     20.878645  0.000  0.012  0.000  0.012
   2.63476     20.947538  0.000  0.008  0.000  0.008
   2.61763     21.043143  0.004  0.004  0.000  0.006
   2.60049     21.138473  0.014  0.004  0.000  0.018
   2.58335     21.280021  0.012  0.012  0.000  0.024
   2.56621     21.439068  0.002  0.002  0.000  0.004
   2.54907     21.594490  0.000  0.000  0.000  0.000
   2.53193     21.757105  0.000  0.000  0.000  0.000
   2.51480     21.925721  0.000  0.000  0.000  0.000
   2.49766     22.099283  0.000  0.002  0.000  0.002
   2.48052     22.276994  0.000  0.002  0.000  0.002
   2.46338     22.458217  0.000  0.002  0.000  0.002
   2.44624     22.642415  0.000  0.004  0.000  0.004
   2.42911     22.829099  0.000  0.004  0.000  0.004
   2.41197     23.017768  0.000  0.006  0.000  0.006
   2.39483     23.207888  0.000  0.006  0.000  0.006
   2.37769     23.398823  0.000  0.008  0.000  0.008
   2.36055     23.589719  0.000  0.010  0.000  0.010
   2.34341     23.779451  0.000  0.012  0.000  0.012
   2.32628     23.966365  0.000  0.016  0.000  0.016
   2.30914     24.148018  0.000  0.018  0.000  0.018
   2.29200     24.320666  0.000  0.024  0.000  0.024
   2.27486     24.478752  0.000  0.032  0.000  0.032
   2.25772     24.614622  0.000  0.040  0.000  0.040
   2.24059     24.719842  0.000  0.050  0.000  0.050
   2.22345     24.788984  0.000  0.060  0.000  0.060
   2.20631     24.823363  0.000  0.068  0.000  0.068
   2.18917     24.830000  0.000  0.074  0.000  0.074
   2.17203     24.817496  0.000  0.076  0.000  0.076
   2.15489     24.792898  0.000  0.076  0.000  0.076
   2.13776     24.818202  0.036  0.008  0.000  0.044
   2.12062     25.049969  0.036  0.006  0.000  0.042
   2.10348     25.284312  0.034  0.006  0.000  0.042
   2.08634     25.521187  0.034  0.006  0.000  0.040
   2.06920     25.760550  0.034  0.006  0.000  0.040
   2.05207     26.002367  0.032  0.006  0.000  0.038
   2.03493     26.246624  0.032  0.006  0.000  0.038
   2.01779     26.493257  0.030  0.006  0.000  0.036
   2.00065     26.500242  0.016  0.000  0.000  0.016
   1.98351     26.447110  0.014  0.000  0.000  0.014
   1.96637     26.389981  0.012  0.000  0.000  0.012
   1.94924     26.331740  0.012  0.000  0.000  0.012
   1.93210     26.273880  0.012  0.000  0.000  0.012
   1.91496     26.217231  0.012  0.000  0.000  0.012
   1.89782     26.184055  0.000  0.074  0.000  0.074
   1.88068     26.279495  0.000  0.070  0.000  0.070
   1.86355     26.373749  0.000  0.066  0.000  0.066
   1.84641     26.467188  0.000  0.062  0.000  0.062
   1.82927     26.560121  0.000  0.058  0.000  0.058
   1.81213     26.652785  0.000  0.054  0.000  0.054
   1.79499     26.745434  0.000  0.050  0.000  0.050
   1.77785     26.838073  0.000  0.046  0.000  0.046
   1.76072     26.931047  0.000  0.042  0.000  0.042
   1.74358     27.024246  0.000  0.038  0.000  0.038
   1.72644     27.117571  0.000  0.034  0.000  0.034
   1.70930     27.210977  0.000  0.030  0.000  0.030
   1.69216     27.304218  0.000  0.028  0.000  0.028
   1.67503     27.396882  0.000  0.024  0.000  0.024
   1.65789     27.488522  0.000  0.020  0.000  0.020
   1.64075     27.578542  0.000  0.018  0.000  0.018
   1.62361     27.666170  0.000  0.014  0.000  0.014
   1.60647     27.750460  0.000  0.012  0.000  0.012
   1.58933     27.830274  0.000  0.010  0.000  0.010
   1.57220     27.904263  0.000  0.006  0.000  0.006
   1.55506     27.970970  0.000  0.004  0.000  0.004
   1.53792     28.028746  0.000  0.004  0.000  0.004
   1.52078     28.075909  0.000  0.002  0.000  0.002
   1.50364     28.110939  0.000  0.000  0.000  0.000
   1.48651     28.132543  0.000  0.000  0.000  0.000
   1.46937     28.139859  0.000  0.000  0.000  0.000
   1.46937     28.139859  0.000  0.000  0.000  0.000
   1.45453     28.134339  0.000  0.000  0.000  0.000
   1.43968     28.117651  0.000  0.000  0.000  0.000
   1.42484     28.089396  0.000  0.002  0.000  0.002
   1.41000     28.048910  0.000  0.002  0.000  0.002
   1.39516     27.995509  0.000  0.004  0.000  0.004
   1.38031     27.928634  0.000  0.006  0.000  0.006
   1.36547     27.848030  0.000  0.006  0.000  0.006
   1.35063     27.753848  0.000  0.008  0.000  0.008
   1.33579     27.657394  0.000  0.000  0.000  0.000
   1.32095     27.562474  0.000  0.000  0.000  0.000
   1.30610     27.463239  0.000  0.000  0.000  0.000
   1.29126     27.360489  0.000  0.000  0.000  0.000
   1.27642     27.254910  0.000  0.000  0.000  0.000
   1.26158     27.147080  0.000  0.000  0.000  0.000
   1.24674     27.037509  0.000  0.000  0.000  0.000
   1.23189     26.926624  0.000  0.000  0.000  0.000
   1.21705     26.814797  0.000  0.000  0.000  0.000
   1.20221     26.702341  0.000  0.000  0.000  0.000
   1.18737     26.589526  0.000  0.000  0.000  0.000
   1.17253     26.476584  0.000  0.000  0.000  0.000
   1.15768     26.363718  0.000  0.000  0.000  0.000
   1.14284     26.251087  0.000  0.000  0.000  0.000
   1.12800     26.138860  0.000  0.000  0.000  0.000
   1.11316     26.027158  0.000  0.000  0.000  0.000
   1.09832     25.993348  0.014  0.000  0.000  0.014
   1.08347     26.034455  0.014  0.000  0.000  0.014
   1.06863     26.077124  0.012  0.000  0.000  0.014
   1.05379     26.121166  0.012  0.000  0.000  0.012
   1.03895     26.166186  0.014  0.000  0.000  0.014
   1.02410     26.211267  0.014  0.000  0.000  0.014
   1.00926     26.253846  0.016  0.000  0.000  0.016
   0.99442     26.284109  0.020  0.000  0.000  0.020
   0.97958     26.253975  0.030  0.004  0.000  0.036
   0.96474     26.107596  0.034  0.012  0.000  0.046
   0.94989     25.924973  0.032  0.020  0.000  0.054
   0.93505     25.747949  0.032  0.032  0.000  0.064
   0.92021     25.586955  0.030  0.048  0.000  0.078
   0.90537     25.445457  0.028  0.066  0.000  0.094
   0.89053     25.322063  0.024  0.086  0.000  0.110
   0.87568     25.211221  0.020  0.102  0.000  0.122
   0.86084     25.103716  0.016  0.114  0.000  0.128
   0.84600     24.988913  0.012  0.116  0.000  0.126
   0.83116     24.858265  0.008  0.110  0.000  0.118
   0.81632     24.707634  0.006  0.098  0.000  0.106
   0.80147     24.537673  0.006  0.086  0.000  0.092
   0.78663     24.351900  0.008  0.074  0.000  0.082
   0.77179     24.154408  0.010  0.066  0.000  0.074
   0.75695     23.948785  0.010  0.058  0.000  0.068
   0.74210     23.737997  0.012  0.052  0.000  0.064
   0.72726     23.524132  0.014  0.048  0.000  0.062
   0.71242     23.435106  0.000  0.000  0.000  0.000
   0.69758     23.358743  0.000  0.000  0.000  0.000
   0.68274     23.283928  0.000  0.000  0.000  0.000
   0.66789     23.210657  0.000  0.000  0.000  0.000
   0.65305     23.138937  0.000  0.000  0.000  0.000
