#K-Path          Energy     s      p      d    tot
# NKPTS & NBANDS: 200  40
# Band-Index    1
   1.32095     -3.276495  0.014  0.802  0.000  0.816
   1.33579     -3.230331  0.012  0.806  0.000  0.818
   1.35063     -3.188731  0.010  0.810  0.000  0.818
   1.36547     -3.151791  0.008  0.812  0.000  0.820
   1.38031     -3.119600  0.006  0.814  0.000  0.820
   1.39516     -3.092224  0.004  0.816  0.000  0.820
   1.41000     -3.069746  0.002  0.818  0.000  0.820
   1.42484     -3.052202  0.002  0.820  0.000  0.822
   1.43968     -3.039649  0.000  0.820  0.000  0.822
   1.45453     -3.032098  0.000  0.822  0.000  0.822
   1.46937     -3.029621  0.000  0.822  0.000  0.822
   1.46937     -3.029621  0.000  0.822  0.000  0.822
   1.48651     -3.032922  0.000  0.822  0.000  0.822
   1.50364     -3.042981  0.000  0.820  0.000  0.822
   1.52078     -3.059680  0.002  0.820  0.000  0.822
   1.53792     -3.082955  0.004  0.818  0.000  0.820
   1.55506     -3.112688  0.004  0.816  0.000  0.820
   1.57220     -3.148749  0.006  0.812  0.000  0.820
   1.58933     -3.190973  0.010  0.810  0.000  0.818
   1.60647     -3.239169  0.012  0.806  0.000  0.818
   1.62361     -3.293129  0.016  0.802  0.000  0.816
   1.64075     -3.352646  0.018  0.796  0.000  0.816
   1.65789     -3.417458  0.022  0.792  0.000  0.814
   1.67503     -3.487333  0.026  0.788  0.000  0.814
   1.69216     -3.562025  0.030  0.782  0.000  0.812
   1.70930     -3.641271  0.034  0.776  0.000  0.810
   1.72644     -3.724807  0.040  0.770  0.000  0.810
   1.74358     -3.812377  0.044  0.764  0.000  0.808
   1.76072     -3.903738  0.050  0.758  0.000  0.806
   1.77785     -3.998632  0.054  0.752  0.000  0.806
   1.79499     -4.096815  0.060  0.744  0.000  0.804
   1.81213     -4.198050  0.064  0.738  0.000  0.802
   1.82927     -4.302109  0.070  0.732  0.000  0.802
   1.84641     -4.408775  0.076  0.724  0.000  0.800
   1.86355     -4.517815  0.082  0.718  0.000  0.798
   1.88068     -4.629046  0.088  0.710  0.000  0.798
   1.89782     -4.742261  0.092  0.704  0.000  0.796
   1.91496     -4.857269  0.098  0.696  0.000  0.794
   1.93210     -4.973900  0.104  0.688  0.000  0.794
   1.94924     -5.091994  0.110  0.682  0.000  0.792
   1.96637     -5.211377  0.116  0.674  0.000  0.792
   1.98351     -5.331907  0.122  0.668  0.000  0.790
   2.00065     -5.453440  0.128  0.660  0.000  0.788
   2.01779     -5.575842  0.134  0.652  0.000  0.788
   2.03493     -5.698989  0.140  0.646  0.000  0.786
   2.05207     -5.822776  0.148  0.638  0.000  0.786
   2.06920     -5.947056  0.154  0.632  0.000  0.784
   2.08634     -6.071742  0.160  0.624  0.000  0.784
   2.10348     -6.196732  0.166  0.616  0.000  0.782
   2.12062     -6.230227  0.000  0.440  0.000  0.440
   2.13776     -6.158966  0.000  0.442  0.000  0.442
   2.15489     -6.086009  0.000  0.442  0.000  0.442
   2.17203     -6.011370  0.000  0.442  0.000  0.442
   2.18917     -5.935064  0.000  0.444  0.000  0.444
   2.20631     -5.857108  0.000  0.444  0.000  0.444
   2.22345     -5.819829  0.020  0.736  0.000  0.754
   2.24059     -5.923329  0.020  0.732  0.000  0.752
   2.25772     -6.027366  0.022  0.728  0.000  0.750
   2.27486     -6.131868  0.022  0.724  0.000  0.748
   2.29200     -6.236763  0.024  0.722  0.000  0.746
   2.30914     -6.341983  0.026  0.718  0.000  0.742
   2.32628     -6.447460  0.026  0.714  0.000  0.740
   2.34341     -6.553131  0.028  0.710  0.000  0.738
   2.36055     -6.658927  0.028  0.708  0.000  0.736
   2.37769     -6.764787  0.030  0.704  0.000  0.734
   2.39483     -6.870652  0.032  0.700  0.000  0.732
   2.41197     -6.976457  0.032  0.698  0.000  0.730
   2.42911     -7.082146  0.034  0.694  0.000  0.728
   2.44624     -7.187658  0.034  0.690  0.000  0.726
   2.46338     -7.292939  0.036  0.686  0.000  0.722
   2.48052     -7.397933  0.038  0.684  0.000  0.720
   2.49766     -7.502584  0.038  0.680  0.000  0.718
   2.51480     -7.606840  0.040  0.678  0.000  0.716
   2.53193     -7.710646  0.040  0.674  0.000  0.714
   2.54907     -7.813951  0.042  0.670  0.000  0.712
   2.56621     -7.916699  0.042  0.668  0.000  0.710
   2.58335     -8.018844  0.044  0.664  0.000  0.708
   2.60049     -8.120333  0.044  0.662  0.000  0.706
   2.61763     -8.221112  0.046  0.658  0.000  0.704
   2.63476     -8.321132  0.046  0.656  0.000  0.702
   2.65190     -8.420338  0.046  0.654  0.000  0.700
   2.66904     -8.518684  0.048  0.650  0.000  0.698
   2.68618     -8.616111  0.048  0.648  0.000  0.696
   2.70332     -8.712560  0.048  0.646  0.000  0.694
   2.72045     -8.807987  0.048  0.644  0.000  0.692
   2.73759     -8.902321  0.050  0.640  0.000  0.690
   2.75473     -8.995509  0.050  0.638  0.000  0.688
   2.77187     -9.087487  0.050  0.636  0.000  0.686
   2.78901     -9.178182  0.050  0.634  0.000  0.684
   2.80615     -9.267521  0.048  0.632  0.000  0.682
   2.82328     -9.355427  0.048  0.632  0.000  0.680
   2.84042     -9.441810  0.048  0.630  0.000  0.678
   2.85756     -9.526577  0.048  0.628  0.000  0.676
   2.87470     -9.609618  0.046  0.628  0.000  0.674
   2.89184     -9.690817  0.044  0.626  0.000  0.672
   2.90897     -9.770040  0.044  0.626  0.000  0.670
   2.92611     -9.847132  0.042  0.626  0.000  0.666
   2.94325     -9.921916  0.040  0.626  0.000  0.664
   2.96039     -9.994190  0.038  0.626  0.000  0.662
   2.97753    -10.063712  0.034  0.626  0.000  0.660
   2.99467    -10.130205  0.032  0.626  0.000  0.658
   3.01180    -10.193339  0.028  0.626  0.000  0.656
   3.02894    -10.252724  0.026  0.628  0.000  0.654
   3.04608    -10.307905  0.022  0.630  0.000  0.652
   3.06322    -10.358338  0.018  0.632  0.000  0.650
   3.08036    -10.403386  0.014  0.634  0.000  0.646
   3.09749    -10.442312  0.010  0.636  0.000  0.644
   3.11463    -10.474273  0.006  0.638  0.000  0.644
   3.13177    -10.498335  0.002  0.638  0.000  0.642
   3.14891    -10.513501  0.000  0.640  0.000  0.640
   3.16605    -10.518768  0.000  0.640  0.000  0.640
 
# Band-Index    4
   3.16605     -0.000011  0.000  0.524  0.000  0.524
   3.14891     -0.094540  0.000  0.522  0.000  0.522
   3.13177     -0.191333  0.000  0.522  0.000  0.522
   3.11463     -0.290273  0.000  0.522  0.000  0.522
   3.09749     -0.391235  0.000  0.520  0.000  0.520
   3.08036     -0.494090  0.000  0.518  0.000  0.518
   3.06322     -0.598710  0.000  0.518  0.000  0.518
   3.04608     -0.704964  0.000  0.516  0.000  0.516
   3.02894     -0.812722  0.000  0.514  0.000  0.514
   3.01180     -0.921859  0.000  0.512  0.000  0.512
   2.99467     -1.032235  0.000  0.510  0.000  0.510
   2.97753     -1.143728  0.000  0.508  0.000  0.508
   2.96039     -1.256217  0.000  0.508  0.000  0.508
   2.94325     -1.369566  0.000  0.506  0.000  0.506
   2.92611     -1.483669  0.000  0.504  0.000  0.504
   2.90897     -1.598395  0.000  0.502  0.000  0.502
   2.89184     -1.713637  0.000  0.500  0.000  0.500
   2.87470     -1.829301  0.000  0.498  0.000  0.498
   2.85756     -1.945252  0.000  0.496  0.000  0.496
   2.84042     -2.061389  0.000  0.494  0.000  0.494
   2.82328     -2.177629  0.000  0.492  0.000  0.492
   2.80615     -2.293867  0.000  0.490  0.000  0.490
   2.78901     -2.410018  0.000  0.488  0.000  0.488
   2.77187     -2.525991  0.000  0.486  0.000  0.486
   2.75473     -2.641703  0.000  0.484  0.000  0.484
   2.73759     -2.757070  0.000  0.482  0.000  0.482
   2.72045     -2.872019  0.000  0.482  0.000  0.482
   2.70332     -2.986474  0.000  0.480  0.000  0.480
   2.68618     -3.100369  0.000  0.478  0.000  0.478
   2.66904     -3.213630  0.000  0.476  0.000  0.476
   2.65190     -3.326194  0.000  0.474  0.000  0.474
   2.63476     -3.438006  0.000  0.472  0.000  0.472
   2.61763     -3.549004  0.000  0.472  0.000  0.472
   2.60049     -3.659133  0.000  0.470  0.000  0.470
   2.58335     -3.768339  0.000  0.468  0.000  0.468
   2.56621     -3.876574  0.000  0.466  0.000  0.466
   2.54907     -3.983782  0.000  0.466  0.000  0.466
   2.53193     -4.089931  0.000  0.464  0.000  0.464
   2.51480     -4.194970  0.000  0.462  0.000  0.462
   2.49766     -4.298868  0.000  0.462  0.000  0.462
   2.48052     -4.401567  0.000  0.460  0.000  0.460
   2.46338     -4.503038  0.000  0.458  0.000  0.458
   2.44624     -4.603246  0.000  0.458  0.000  0.458
   2.42911     -4.702157  0.000  0.456  0.000  0.456
   2.41197     -4.799739  0.000  0.456  0.000  0.456
   2.39483     -4.895960  0.000  0.454  0.000  0.454
   2.37769     -4.990791  0.000  0.454  0.000  0.454
   2.36055     -5.084204  0.000  0.452  0.000  0.452
   2.34341     -5.176173  0.000  0.452  0.000  0.452
   2.32628     -5.266672  0.000  0.450  0.000  0.450
   2.30914     -5.355677  0.000  0.450  0.000  0.450
   2.29200     -5.443164  0.000  0.448  0.000  0.448
   2.27486     -5.529112  0.000  0.448  0.000  0.448
   2.25772     -5.613500  0.000  0.446  0.000  0.446
   2.24059     -5.696308  0.000  0.446  0.000  0.446
   2.22345     -5.777516  0.000  0.446  0.000  0.446
   2.20631     -5.716938  0.018  0.738  0.000  0.756
   2.18917     -5.614733  0.016  0.742  0.000  0.758
   2.17203     -5.513290  0.016  0.746  0.000  0.762
   2.15489     -5.412685  0.014  0.748  0.000  0.764
   2.13776     -5.313002  0.014  0.752  0.000  0.766
   2.12062     -5.214319  0.012  0.756  0.000  0.768
   2.10348     -5.116718  0.012  0.758  0.000  0.770
   2.08634     -5.020282  0.010  0.762  0.000  0.772
   2.06920     -4.925095  0.010  0.764  0.000  0.774
   2.05207     -4.831245  0.010  0.768  0.000  0.776
   2.03493     -4.738810  0.008  0.770  0.000  0.780
   2.01779     -4.647890  0.008  0.774  0.000  0.782
   2.00065     -4.558569  0.006  0.776  0.000  0.784
   1.98351     -4.470934  0.006  0.780  0.000  0.786
   1.96637     -4.385073  0.006  0.782  0.000  0.788
   1.94924     -4.301075  0.004  0.784  0.000  0.790
   1.93210     -4.219025  0.004  0.788  0.000  0.792
   1.91496     -4.139020  0.004  0.790  0.000  0.794
   1.89782     -4.061146  0.004  0.792  0.000  0.796
   1.88068     -3.985489  0.002  0.794  0.000  0.798
   1.86355     -3.912131  0.002  0.796  0.000  0.800
   1.84641     -3.841171  0.002  0.798  0.000  0.802
   1.82927     -3.772680  0.002  0.800  0.000  0.802
   1.81213     -3.706757  0.002  0.802  0.000  0.804
   1.79499     -3.643472  0.002  0.804  0.000  0.806
   1.77785     -3.582906  0.002  0.806  0.000  0.808
   1.76072     -3.525136  0.000  0.808  0.000  0.810
   1.74358     -3.470234  0.000  0.810  0.000  0.810
   1.72644     -3.418287  0.000  0.812  0.000  0.812
   1.70930     -3.369340  0.000  0.812  0.000  0.814
   1.69216     -3.323467  0.000  0.814  0.000  0.814
   1.67503     -3.280728  0.000  0.816  0.000  0.816
   1.65789     -3.241190  0.000  0.816  0.000  0.816
   1.64075     -3.204901  0.000  0.818  0.000  0.818
   1.62361     -3.171912  0.000  0.818  0.000  0.818
   1.60647     -3.142269  0.000  0.818  0.000  0.818
   1.58933     -3.116014  0.000  0.820  0.000  0.820
   1.57220     -3.093198  0.000  0.820  0.000  0.820
   1.55506     -3.073832  0.000  0.820  0.000  0.820
   1.53792     -3.057944  0.000  0.820  0.000  0.820
   1.52078     -3.045568  0.000  0.822  0.000  0.822
   1.50364     -3.036713  0.000  0.822  0.000  0.822
   1.48651     -3.031395  0.000  0.822  0.000  0.822
   1.46937     -3.029563  0.000  0.822  0.000  0.822
   1.46937     -3.029563  0.000  0.822  0.000  0.822
   1.45453     -3.030935  0.000  0.822  0.000  0.822
   1.43968     -3.034923  0.000  0.822  0.000  0.822
   1.42484     -3.041551  0.000  0.822  0.000  0.822
   1.41000     -3.050793  0.000  0.822  0.000  0.822
   1.39516     -3.062632  0.000  0.820  0.000  0.820
   1.38031     -3.077024  0.000  0.820  0.000  0.820
   1.36547     -3.093915  0.000  0.820  0.000  0.820
   1.35063     -3.113265  0.000  0.820  0.000  0.820
   1.33579     -3.135007  0.000  0.820  0.000  0.820
   1.32095     -3.159075  0.000  0.818  0.000  0.818
   1.30610     -3.185396  0.000  0.818  0.000  0.818
   1.29126     -3.213894  0.000  0.818  0.000  0.818
   1.27642     -3.244477  0.000  0.816  0.000  0.816
   1.26158     -3.277080  0.000  0.816  0.000  0.816
   1.24674     -3.311604  0.000  0.814  0.000  0.814
   1.23189     -3.347954  0.000  0.814  0.000  0.814
   1.21705     -3.386048  0.000  0.814  0.000  0.814
   1.20221     -3.425787  0.000  0.812  0.000  0.812
   1.18737     -3.467077  0.000  0.812  0.000  0.812
   1.17253     -3.509821  0.000  0.810  0.000  0.810
   1.15768     -3.553925  0.000  0.810  0.000  0.810
   1.14284     -3.599296  0.000  0.810  0.000  0.810
   1.12800     -3.645838  0.000  0.808  0.000  0.808
   1.11316     -3.693460  0.000  0.808  0.000  0.808
   1.09832     -3.742067  0.000  0.806  0.000  0.806
   1.08347     -3.791579  0.000  0.806  0.000  0.806
   1.06863     -3.841902  0.000  0.804  0.000  0.804
   1.05379     -3.892953  0.000  0.804  0.000  0.804
   1.03895     -3.944650  0.000  0.804  0.000  0.804
   1.02410     -3.996908  0.000  0.802  0.000  0.802
   1.00926     -4.049652  0.000  0.802  0.000  0.802
   0.99442     -4.102806  0.000  0.800  0.000  0.800
   0.97958     -4.156296  0.000  0.800  0.000  0.800
   0.96474     -4.210050  0.000  0.800  0.000  0.800
   0.94989     -4.264003  0.000  0.798  0.000  0.798
   0.93505     -4.318088  0.000  0.798  0.000  0.798
   0.92021     -4.372239  0.000  0.798  0.000  0.798
   0.90537     -4.426397  0.000  0.796  0.000  0.796
   0.89053     -4.480504  0.000  0.796  0.000  0.796
   0.87568     -4.534504  0.000  0.796  0.000  0.796
   0.86084     -4.588344  0.000  0.794  0.000  0.794
   0.84600     -4.641974  0.000  0.794  0.000  0.794
   0.83116     -4.695340  0.000  0.794  0.000  0.794
   0.81632     -4.748400  0.000  0.792  0.000  0.792
   0.80147     -4.801098  0.000  0.792  0.000  0.792
   0.78663     -4.853398  0.000  0.792  0.000  0.792
   0.77179     -4.905256  0.000  0.792  0.000  0.792
   0.75695     -4.956636  0.000  0.792  0.000  0.792
   0.74210     -5.007497  0.000  0.790  0.000  0.790
   0.72726     -5.057807  0.000  0.790  0.000  0.790
   0.71242     -5.107524  0.000  0.790  0.000  0.790
   0.69758     -5.156622  0.000  0.790  0.000  0.790
   0.68274     -5.205064  0.000  0.788  0.000  0.788
   0.66789     -5.252821  0.000  0.788  0.000  0.788
   0.65305     -5.299866  0.000  0.788  0.000  0.788
   0.63821     -5.346167  0.000  0.788  0.000  0.788
   0.62337     -5.330068  0.000  0.450  0.000  0.450
   0.60853     -5.253504  0.000  0.450  0.000  0.450
   0.59368     -5.175938  0.000  0.452  0.000  0.452
   0.57884     -5.097399  0.000  0.452  0.000  0.452
   0.56400     -5.017919  0.000  0.454  0.000  0.454
   0.54916     -4.937532  0.000  0.454  0.000  0.454
   0.53432     -4.856277  0.000  0.456  0.000  0.456
   0.51947     -4.774193  0.000  0.456  0.000  0.456
   0.50463     -4.691325  0.000  0.458  0.000  0.458
   0.48979     -4.607721  0.000  0.458  0.000  0.458
   0.47495     -4.523431  0.000  0.460  0.000  0.460
   0.46010     -4.438515  0.000  0.462  0.000  0.462
   0.44526     -4.353033  0.000  0.462  0.000  0.462
   0.43042     -4.267054  0.000  0.464  0.000  0.464
   0.41558     -4.180652  0.000  0.466  0.000  0.466
   0.40074     -4.093911  0.000  0.466  0.000  0.466
   0.38589     -4.006919  0.000  0.468  0.000  0.468
   0.37105     -3.919778  0.000  0.470  0.000  0.470
   0.35621     -3.832599  0.000  0.472  0.000  0.472
   0.34137     -3.745502  0.000  0.472  0.000  0.472
   0.32653     -3.658628  0.000  0.474  0.000  0.474
   0.31168     -3.572122  0.000  0.476  0.000  0.476
   0.29684     -3.486154  0.000  0.478  0.000  0.478
   0.28200     -3.400908  0.000  0.480  0.000  0.480
   0.26716     -3.316593  0.000  0.482  0.000  0.482
   0.25232     -3.233438  0.000  0.484  0.000  0.484
   0.23747     -3.151698  0.000  0.486  0.000  0.486
   0.22263     -3.071657  0.000  0.488  0.000  0.488
   0.20779     -2.993628  0.000  0.490  0.000  0.490
   0.19295     -2.917955  0.000  0.492  0.000  0.492
   0.17811     -2.845018  0.000  0.494  0.000  0.494
   0.16326     -2.775225  0.000  0.496  0.000  0.496
   0.14842     -2.709033  0.000  0.498  0.000  0.498
   0.13358     -2.646905  0.000  0.500  0.000  0.500
   0.11874     -2.589352  0.000  0.502  0.000  0.502
   0.10389     -2.536902  0.000  0.502  0.000  0.502
   0.08905     -2.490052  0.000  0.504  0.000  0.504
   0.07421     -2.449337  0.000  0.506  0.000  0.506
   0.05937     -2.415244  0.000  0.508  0.000  0.508
   0.04453     -2.388213  0.000  0.508  0.000  0.508
   0.02968     -2.368617  0.000  0.510  0.000  0.510
   0.01484     -2.356741  0.000  0.510  0.000  0.510
   0.00000     -2.352762  0.000  0.510  0.000  0.510
 
# Band-Index    5
   0.00000      1.677082  0.000  0.448  0.000  0.448
   0.01484      1.681999  0.000  0.448  0.000  0.448
   0.02968      1.696690  0.000  0.450  0.000  0.450
   0.04453      1.720992  0.000  0.450  0.000  0.450
   0.05937      1.754583  0.000  0.452  0.000  0.452
   0.07421      1.797104  0.000  0.454  0.000  0.454
   0.08905      1.848108  0.000  0.454  0.000  0.454
   0.10389      1.907096  0.000  0.458  0.000  0.458
   0.11874      1.973586  0.000  0.460  0.000  0.460
   0.13358      2.046971  0.000  0.462  0.000  0.462
   0.14842      2.126753  0.000  0.464  0.000  0.464
   0.16326      2.212430  0.000  0.468  0.000  0.468
   0.17811      2.303485  0.000  0.470  0.000  0.470
   0.19295      2.399494  0.000  0.474  0.000  0.474
   0.20779      2.500007  0.000  0.476  0.000  0.476
   0.22263      2.604643  0.000  0.480  0.000  0.480
   0.23747      2.713063  0.000  0.484  0.000  0.484
   0.25232      2.824873  0.000  0.486  0.000  0.486
   0.26716      2.939802  0.000  0.490  0.000  0.490
   0.28200      3.057570  0.000  0.492  0.000  0.492
   0.29684      3.177924  0.000  0.496  0.000  0.496
   0.31168      3.300633  0.000  0.500  0.000  0.500
   0.32653      3.425485  0.000  0.502  0.000  0.502
   0.34137      3.552283  0.000  0.506  0.000  0.506
   0.35621      3.680793  0.000  0.510  0.000  0.510
   0.37105      3.810952  0.000  0.512  0.000  0.512
   0.38589      3.942563  0.000  0.516  0.000  0.516
   0.40074      4.075427  0.000  0.520  0.000  0.520
   0.41558      4.209480  0.000  0.522  0.000  0.522
   0.43042      4.344604  0.000  0.526  0.000  0.526
   0.44526      4.480568  0.000  0.530  0.000  0.530
   0.46010      4.617302  0.000  0.532  0.000  0.532
   0.47495      4.754683  0.000  0.536  0.000  0.536
   0.48979      4.892583  0.000  0.540  0.000  0.540
   0.50463      5.030876  0.000  0.542  0.000  0.542
   0.51947      5.169424  0.000  0.546  0.000  0.546
   0.53432      5.308076  0.000  0.548  0.000  0.548
   0.54916      5.446653  0.000  0.550  0.000  0.550
   0.56400      5.584945  0.000  0.552  0.000  0.552
   0.57884      5.722674  0.000  0.554  0.000  0.554
   0.59368      5.859398  0.000  0.554  0.000  0.554
   0.60853      5.969222  0.012  0.012  0.000  0.022
   0.62337      5.875913  0.012  0.010  0.000  0.022
   0.63821      5.784161  0.012  0.010  0.000  0.022
   0.65305      5.693975  0.012  0.010  0.000  0.022
   0.66789      5.605363  0.012  0.010  0.000  0.022
   0.68274      5.518333  0.012  0.008  0.000  0.022
   0.69758      5.432889  0.014  0.008  0.000  0.022
